FORECAST DATE: 08/18/2025 @8AM,,,,,,,,,,
"Valid : Aug 18 - 27, 2025",,,,,,,,,,
Source: NOAAH Global Forecast System (GFS),,,,,,,,,,
,Arayat (Pampanga),24,30,27,<60,LIGHT RAINS,CLOUDY,93,1,E
,Bacolor (Pampanga),24,30,27,<60,LIGHT RAINS,CLOUDY,93,2,E
,Candaba (Pampanga),23,30,26,<60,LIGHT RAINS,CLOUDY,93,1,ENE
,Floridablanca (Pampanga),23,29,26,<60,LIGHT RAINS,CLOUDY,92,2,ESE
,Guagua (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,92,2,E
,Lubao (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,90,2,ESE
,Mabalacat City (Pampanga),23,29,26,<60,LIGHT RAINS,CLOUDY,94,1,E
,Macabebe (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,88,2,E
,Magalang (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,94,1,E
,Masantol (Pampanga),25,29,27,<60,LIGHT RAINS,CLOUDY,88,2,E
,Mexico (Pampanga),24,30,27,<60,LIGHT RAINS,CLOUDY,94,1,E
,Minalin (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,91,2,E
,Porac (Pampanga),23,29,26,<60,LIGHT RAINS,CLOUDY,93,1,E
,City of San Fernando (Pampanga),24,30,27,<60,LIGHT RAINS,CLOUDY,93,1,E
,San Luis (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,92,1,E
,San Simon (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,92,1,E
,Santa Ana (Pampanga),24,30,27,<60,LIGHT RAINS,CLOUDY,93,1,E
,Santa Rita (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,92,2,E
,Sto. Tomas (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,92,2,E
,Sasmuan (Pampanga),24,29,27,<60,LIGHT RAINS,CLOUDY,89,2,ESE
,City of Angeles (Pampanga),23,29,26,<60,LIGHT RAINS,CLOUDY,94,1,E
,Anao (Tarlac),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,W
,Bamban (Tarlac),23,29,26,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,Camiling (Tarlac),22,29,26,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,Capas (Tarlac),22,29,25,<60,LIGHT RAINS,CLOUDY,95,1,ESE
,Concepcion (Tarlac),23,30,26,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,Gerona (Tarlac),24,29,26,<60,LIGHT RAINS,CLOUDY,94,1,SSE
,La Paz (Tarlac),24,29,27,<60,LIGHT RAINS,CLOUDY,94,1,SE
,Mayantoc (Tarlac),21,29,25,<60,LIGHT RAINS,CLOUDY,95,1,ESE
,Moncada (Tarlac),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,SSW
,Paniqui (Tarlac),24,29,26,<60,LIGHT RAINS,CLOUDY,94,1,S
,Pura (Tarlac),24,29,27,<60,LIGHT RAINS,CLOUDY,94,1,SSW
,Ramos (Tarlac),24,30,27,<60,LIGHT RAINS,CLOUDY,94,1,SW
,San Clemente (Tarlac),22,29,25,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,San Manuel (Tarlac),23,30,27,<60,LIGHT RAINS,CLOUDY,94,1,W
,Santa Ignacia (Tarlac),23,29,26,<60,LIGHT RAINS,CLOUDY,94,1,SE
,City of Tarlac (Tarlac),23,29,26,<60,LIGHT RAINS,CLOUDY,94,1,SE
,Victoria (Tarlac),24,30,27,<60,LIGHT RAINS,CLOUDY,94,0,S
,San Jose (Tarlac),21,29,25,<60,LIGHT RAINS,CLOUDY,95,1,ESE
,Botolan (Zambales),21,28,25,<60,LIGHT RAINS,CLOUDY,95,1,E
,Cabangan (Zambales),22,27,25,<60,LIGHT RAINS,CLOUDY,95,1,ESE
,Candelaria (Zambales),20,27,23,<60,LIGHT RAINS,CLOUDY,95,1,SSE
,Castillejos (Zambales),24,27,26,<60,LIGHT RAINS,CLOUDY,92,1,ESE
,Iba (Zambales),21,27,24,<60,LIGHT RAINS,CLOUDY,94,1,SE
,Masinloc (Zambales),20,26,23,<60,LIGHT RAINS,CLOUDY,95,1,SSE
,Palauig (Zambales),20,27,23,<60,LIGHT RAINS,CLOUDY,95,1,SE
,San Antonio (Zambales),24,27,25,<60,LIGHT RAINS,CLOUDY,90,1,SE
,San Felipe (Zambales),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,ESE
,San Marcelino (Zambales),23,29,26,<60,LIGHT RAINS,CLOUDY,93,1,ESE
,San Narciso (Zambales),23,27,25,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,Santa Cruz (Zambales),21,27,24,<60,LIGHT RAINS,CLOUDY,96,1,S
,Subic (Zambales),24,28,26,<60,LIGHT RAINS,CLOUDY,91,1,SE
,City of Olongapo (Zambales),24,28,26,<60,LIGHT RAINS,CLOUDY,91,2,SE
,Baler (Aurora),24,29,26,<60,LIGHT RAINS,CLOUDY,84,3,SE
,Casiguran (Aurora),21,29,25,<60,LIGHT RAINS,CLOUDY,85,5,E
,Dilasag (Aurora),21,29,25,<60,LIGHT RAINS,CLOUDY,88,3,ESE
,Dinalungan (Aurora),21,28,25,<60,LIGHT RAINS,CLOUDY,85,3,E
,Dingalan (Aurora),22,29,25,<60,LIGHT RAINS,CLOUDY,91,3,ENE
,Dipaculao (Aurora),22,29,25,<60,LIGHT RAINS,CLOUDY,85,2,SE
,Maria Aurora (Aurora),21,29,25,<60,LIGHT RAINS,CLOUDY,94,2,SSE
,San Luis (Aurora),22,29,25,<60,LIGHT RAINS,CLOUDY,88,3,E
,Agoncillo (Batangas),23,26,24,<60,LIGHT RAINS,CLOUDY,96,2,SSE
,Alitagtag (Batangas),23,26,25,<60,LIGHT RAINS,CLOUDY,95,2,SSE
,Balayan (Batangas),23,27,25,<60,LIGHT RAINS,CLOUDY,94,2,SSE
,Balete (Batangas),22,25,24,<60,LIGHT RAINS,CLOUDY,98,1,SSE
,Batangas City (Batangas),23,28,25,<60,LIGHT RAINS,CLOUDY,92,4,SSE
,Bauan (Batangas),24,27,25,<60,LIGHT RAINS,CLOUDY,93,3,SSE
,City of Calaca (Batangas),22,26,24,<60,LIGHT RAINS,CLOUDY,95,2,SSE
,Calatagan (Batangas),25,27,26,<60,LIGHT RAINS,CLOUDY,90,4,S
,Cuenca (Batangas),23,26,25,<60,LIGHT RAINS,CLOUDY,96,2,SSE
,Ibaan (Batangas),23,27,25,<60,LIGHT RAINS,CLOUDY,96,2,SSE
,Laurel (Batangas),22,25,24,<60,LIGHT RAINS,CLOUDY,98,1,SSE
,Lemery (Batangas),23,26,24,<60,LIGHT RAINS,CLOUDY,95,2,SSE
,Lian (Batangas),23,27,25,<60,LIGHT RAINS,CLOUDY,94,2,SSE
,City of Lipa (Batangas),22,26,24,<60,LIGHT RAINS,CLOUDY,97,2,SSE
,Lobo (Batangas),25,28,26,<60,LIGHT RAINS,CLOUDY,87,5,SE
,Mabini (Batangas),25,27,26,<60,LIGHT RAINS,CLOUDY,90,4,SSE
,Malvar (Batangas),22,25,24,<60,LIGHT RAINS,CLOUDY,98,1,SE
,Mataasnakahoy (Batangas),22,26,24,<60,LIGHT RAINS,CLOUDY,98,1,SSE
,Nasugbu (Batangas),22,27,25,<60,LIGHT RAINS,CLOUDY,96,1,SSE
,Padre Garcia (Batangas),23,27,25,<60,LIGHT RAINS,CLOUDY,95,2,SSE
,Rosario (Batangas),23,27,25,<60,LIGHT RAINS,CLOUDY,93,3,SSE
,San Jose (Batangas),23,26,25,<60,LIGHT RAINS,CLOUDY,97,2,SSE
,San Juan (Batangas),24,28,26,<60,LIGHT RAINS,CLOUDY,87,4,SE
,San Luis (Batangas),24,27,25,<60,LIGHT RAINS,CLOUDY,93,3,SSE
,San Nicolas (Batangas),22,26,24,<60,LIGHT RAINS,CLOUDY,96,2,SSE
,San Pascual (Batangas),24,27,25,<60,LIGHT RAINS,CLOUDY,94,3,SSE
,Santa Teresita (Batangas),23,26,25,<60,LIGHT RAINS,CLOUDY,94,3,SSE
,City of Sto. Tomas (Batangas),22,25,24,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,Taal (Batangas),23,26,25,<60,LIGHT RAINS,CLOUDY,94,3,SSE
,Talisay (Batangas),22,25,24,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,City of Tanauan (Batangas),22,25,24,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,Taysan (Batangas),24,27,25,<60,LIGHT RAINS,CLOUDY,92,3,SSE
,Tingloy (Batangas),25,27,26,<60,LIGHT RAINS,CLOUDY,89,5,SSE
,Tuy (Batangas),23,27,25,<60,LIGHT RAINS,CLOUDY,96,2,SSE
,Alfonso (Cavite),22,26,24,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,Amadeo (Cavite),22,25,24,<60,LIGHT RAINS,CLOUDY,96,1,S
,City of Bacoor (Cavite),24,27,25,<60,LIGHT RAINS,CLOUDY,91,1,SSW
,City of Carmona (Cavite),23,26,25,<60,LIGHT RAINS,CLOUDY,92,1,SSW
,City of Cavite (Cavite),24,27,26,<60,LIGHT RAINS,CLOUDY,90,2,S
,City of Dasmari├▒as (Cavite),23,26,25,<60,LIGHT RAINS,CLOUDY,92,1,SW
,General Emilio Aguinaldo (Cavite),23,26,24,<60,LIGHT RAINS,CLOUDY,96,1,S
,City of General Trias (Cavite),23,26,24,<60,LIGHT RAINS,CLOUDY,93,1,SW
,City of Imus (Cavite),23,27,25,<60,LIGHT RAINS,CLOUDY,91,1,SW
,Indang (Cavite),22,25,24,<60,LIGHT RAINS,CLOUDY,96,1,S
,Kawit (Cavite),24,27,25,<60,LIGHT RAINS,CLOUDY,91,1,SW
,Magallanes (Cavite),23,26,25,<60,LIGHT RAINS,CLOUDY,96,1,S
,Maragondon (Cavite),23,26,25,<60,LIGHT RAINS,CLOUDY,95,1,S
,Mendez (Cavite),22,25,24,<60,LIGHT RAINS,CLOUDY,97,1,S
,Naic (Cavite),23,26,24,<60,LIGHT RAINS,CLOUDY,94,1,SSW
,Noveleta (Cavite),24,27,25,<60,LIGHT RAINS,CLOUDY,91,1,SSW
,Rosario (Cavite),24,26,25,<60,LIGHT RAINS,CLOUDY,91,1,SSW
,Silang (Cavite),22,26,24,<60,LIGHT RAINS,CLOUDY,94,1,S
,City of Tagaytay (Cavite),22,25,24,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,Tanza (Cavite),23,26,25,<60,LIGHT RAINS,CLOUDY,92,1,SW
,Ternate (Cavite),23,26,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,City of Trece Martires (Cavite),23,25,24,<60,LIGHT RAINS,CLOUDY,94,1,SSW
,Gen. Mariano Alvarez (Cavite),23,26,25,<60,LIGHT RAINS,CLOUDY,92,1,SW
,Alaminos (Laguna),22,25,24,<60,LIGHT RAINS,CLOUDY,98,1,SE
,Bay (Laguna),22,26,24,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,City of Bi├▒an (Laguna),23,27,25,<60,LIGHT RAINS,CLOUDY,91,1,SSW
,City of Cabuyao (Laguna),23,26,25,<60,LIGHT RAINS,CLOUDY,93,1,S
,City of Calamba (Laguna),23,26,24,<60,LIGHT RAINS,CLOUDY,94,1,S
,Calauan (Laguna),22,26,24,<60,LIGHT RAINS,CLOUDY,98,1,SE
,Cavinti (Laguna),23,28,25,<60,LIGHT RAINS,CLOUDY,92,2,SE
,Famy (Laguna),23,28,25,<60,LIGHT RAINS,CLOUDY,93,2,SE
,Kalayaan (Laguna),23,28,26,<60,LIGHT RAINS,CLOUDY,91,2,SSE
,Liliw (Laguna),22,27,24,<60,LIGHT RAINS,CLOUDY,98,1,SE
,Los Ba├▒os (Laguna),22,26,24,<60,LIGHT RAINS,CLOUDY,96,1,SSE
,Luisiana (Laguna),23,28,25,<60,LIGHT RAINS,CLOUDY,95,2,SE
,Lumban (Laguna),22,28,25,<60,LIGHT RAINS,CLOUDY,92,2,SSE
,Mabitac (Laguna),22,28,25,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,Magdalena (Laguna),22,27,25,<60,LIGHT RAINS,CLOUDY,98,1,SE
,Majayjay (Laguna),22,27,25,<60,LIGHT RAINS,CLOUDY,97,2,SE
,Nagcarlan (Laguna),22,26,24,<60,LIGHT RAINS,CLOUDY,98,1,SE
,Paete (Laguna),23,28,26,<60,LIGHT RAINS,CLOUDY,90,3,SE
,Pagsanjan (Laguna),22,28,25,<60,LIGHT RAINS,CLOUDY,97,2,SSE
,Pakil (Laguna),22,28,25,<60,LIGHT RAINS,CLOUDY,95,2,SSE
,Pangil (Laguna),22,28,25,<60,LIGHT RAINS,CLOUDY,93,2,SSE
,Pila (Laguna),22,27,25,<60,LIGHT RAINS,CLOUDY,98,1,SSE
,Rizal (Laguna),22,25,24,<60,LIGHT RAINS,CLOUDY,99,1,SE
,City of San Pablo (Laguna),22,26,24,<60,LIGHT RAINS,CLOUDY,98,2,SE
,City of San Pedro (Laguna),24,27,25,<60,LIGHT RAINS,CLOUDY,91,1,SSW
,Santa Cruz (Laguna),22,28,25,<60,LIGHT RAINS,CLOUDY,98,1,SSE
,Santa Maria (Laguna),22,28,25,<60,LIGHT RAINS,CLOUDY,96,2,SSE
,City of Santa Rosa (Laguna),23,27,25,<60,LIGHT RAINS,CLOUDY,92,1,SSW
,Siniloan (Laguna),23,28,25,<60,LIGHT RAINS,CLOUDY,92,3,SE
,Victoria (Laguna),22,27,24,<60,LIGHT RAINS,CLOUDY,97,1,SSE
,Agdangan (Quezon),25,27,26,<60,LIGHT RAINS,CLOUDY,87,3,ESE
,Alabat (Quezon),25,29,27,<60,LIGHT RAINS,CLOUDY,83,4,ESE
,Atimonan (Quezon),24,28,26,<60,LIGHT RAINS,CLOUDY,85,4,ESE
,Buenavista (Quezon),24,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SSE
,Burdeos (Quezon),25,29,27,<60,LIGHT RAINS,CLOUDY,85,3,E
,Calauag (Quezon),24,28,26,<60,LIGHT RAINS,CLOUDY,91,1,SSE
,Candelaria (Quezon),22,27,25,<60,LIGHT RAINS,CLOUDY,93,3,SE
,Catanauan (Quezon),24,26,25,<60,LIGHT RAINS,CLOUDY,94,1,ESE
,Dolores (Quezon),22,26,24,<60,LIGHT RAINS,CLOUDY,97,2,SE
,General Luna (Quezon),24,26,25,<60,LIGHT RAINS,CLOUDY,93,1,E
,General Nakar (Quezon),21,29,25,<60,LIGHT RAINS,CLOUDY,93,3,E
,Guinayangan (Quezon),23,28,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,Gumaca (Quezon),23,27,25,<60,LIGHT RAINS,CLOUDY,94,1,ENE
,Infanta (Quezon),23,29,26,<60,LIGHT RAINS,CLOUDY,87,5,ESE
,Jomalig (Quezon),27,29,28,<60,LIGHT RAINS,CLOUDY,77,2,ESE
,Lopez (Quezon),24,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SE
,Lucban (Quezon),22,28,25,<60,LIGHT RAINS,CLOUDY,96,2,SE
,Macalelon (Quezon),24,26,25,<60,LIGHT RAINS,CLOUDY,95,1,ENE
,Mauban (Quezon),23,29,26,<60,LIGHT RAINS,CLOUDY,86,4,SE
,Mulanay (Quezon),24,27,26,<60,LIGHT RAINS,CLOUDY,94,2,ESE
,Padre Burgos (Quezon),25,28,26,<60,LIGHT RAINS,CLOUDY,86,4,ESE
,Pagbilao (Quezon),24,28,26,<60,LIGHT RAINS,CLOUDY,90,3,SE
,Panukulan (Quezon),25,29,27,<60,LIGHT RAINS,CLOUDY,87,3,ENE
,Patnanungan (Quezon),27,29,28,<60,LIGHT RAINS,CLOUDY,76,3,E
,Perez (Quezon),26,29,27,<60,LIGHT RAINS,CLOUDY,80,6,ESE
,Pitogo (Quezon),23,26,25,<60,LIGHT RAINS,CLOUDY,95,1,NE
,Plaridel (Quezon),24,27,26,<60,LIGHT RAINS,CLOUDY,88,3,E
,Polillo (Quezon),24,29,27,<60,LIGHT RAINS,CLOUDY,86,3,E
,Quezon (Quezon),24,28,26,<60,LIGHT RAINS,CLOUDY,87,3,ESE
,Real (Quezon),24,28,26,<60,LIGHT RAINS,CLOUDY,87,4,SE
,Sampaloc (Quezon),23,28,26,<60,LIGHT RAINS,CLOUDY,92,2,SE
,San Andres (Quezon),26,27,27,<60,LIGHT RAINS,CLOUDY,87,3,SE
,San Antonio (Quezon),23,27,25,<60,LIGHT RAINS,CLOUDY,94,3,SE
,San Francisco (Quezon),26,28,27,<60,LIGHT RAINS,CLOUDY,87,3,SE
,San Narciso (Quezon),24,27,26,<60,LIGHT RAINS,CLOUDY,91,2,SE
,Sariaya (Quezon),22,27,25,<60,LIGHT RAINS,CLOUDY,92,3,SE
,Tagkawayan (Quezon),22,28,25,<60,LIGHT RAINS,CLOUDY,96,1,SSW
,City of Tayabas (Quezon),22,28,25,<60,LIGHT RAINS,CLOUDY,95,2,SE
,Tiaong (Quezon),23,27,25,<60,LIGHT RAINS,CLOUDY,95,3,SE
,Unisan (Quezon),24,27,25,<60,LIGHT RAINS,CLOUDY,90,2,E
,City of Lucena (Quezon),24,28,26,<60,LIGHT RAINS,CLOUDY,91,3,SSE
,Angono (Rizal),24,28,26,<60,LIGHT RAINS,CLOUDY,89,2,SE
,City of Antipolo (Rizal),21,28,25,<60,LIGHT RAINS,CLOUDY,93,1,ESE
,Baras (Rizal),22,28,25,<60,LIGHT RAINS,CLOUDY,93,1,SE
,Binangonan (Rizal),23,28,26,<60,LIGHT RAINS,CLOUDY,91,1,SSE
,Cainta (Rizal),24,28,26,<60,LIGHT RAINS,CLOUDY,89,2,SE
,Cardona (Rizal),23,28,26,<60,LIGHT RAINS,CLOUDY,92,1,S
,Jala-Jala (Rizal),22,28,25,<60,LIGHT RAINS,CLOUDY,96,1,SSE
,Rodriguez (Rizal),21,28,24,<60,LIGHT RAINS,CLOUDY,95,1,E
,Morong (Rizal),23,28,26,<60,LIGHT RAINS,CLOUDY,91,1,SE
,Pililla (Rizal),22,28,25,<60,LIGHT RAINS,CLOUDY,96,1,SSE
,San Mateo (Rizal),22,28,25,<60,LIGHT RAINS,CLOUDY,92,1,ESE
,Tanay (Rizal),21,29,25,<60,LIGHT RAINS,CLOUDY,96,1,SE
,Taytay (Rizal),24,28,26,<60,LIGHT RAINS,CLOUDY,88,2,SE
,Teresa (Rizal),23,28,26,<60,LIGHT RAINS,CLOUDY,91,1,SE
,Bacacay (Albay),24,28,26,<60,LIGHT RAINS,CLOUDY,84,4,SSW
,Camalig (Albay),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,Daraga (Albay),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,Guinobatan (Albay),23,27,25,<60,LIGHT RAINS,CLOUDY,94,1,SSW
,Jovellar (Albay),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,City of Legazpi (Albay),23,27,25,<60,LIGHT RAINS,CLOUDY,93,2,SSW
,Libon (Albay),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,S
,City of Ligao (Albay),23,28,25,<60,LIGHT RAINS,CLOUDY,93,1,S
,Malilipot (Albay),24,28,26,<60,LIGHT RAINS,CLOUDY,88,3,SSW
,Malinao (Albay),24,28,26,<60,LIGHT RAINS,CLOUDY,88,2,SSW
,Manito (Albay),24,27,25,<60,LIGHT RAINS,CLOUDY,91,3,SW
,Oas (Albay),23,28,25,<60,LIGHT RAINS,CLOUDY,92,2,S
,Pio Duran (Albay),24,28,26,<60,LIGHT RAINS,CLOUDY,91,1,S
,Polangui (Albay),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,S
,Rapu-Rapu (Albay),26,28,27,<60,LIGHT RAINS,CLOUDY,81,4,SSW
,Santo Domingo (Albay),24,28,26,<60,LIGHT RAINS,CLOUDY,89,3,SSW
,City of Tabaco (Albay),23,28,26,<60,LIGHT RAINS,CLOUDY,89,3,SSW
,Tiwi (Albay),24,28,26,<60,LIGHT RAINS,CLOUDY,86,2,SSW
,Basud (Camarines Norte),24,28,26,<60,LIGHT RAINS,CLOUDY,93,2,SW
,Capalonga (Camarines Norte),23,28,26,<60,LIGHT RAINS,CLOUDY,95,1,SW
,Daet (Camarines Norte),24,28,26,<60,LIGHT RAINS,CLOUDY,91,2,SW
,San Lorenzo Ruiz (Camarines Norte),23,28,25,<60,LIGHT RAINS,CLOUDY,94,1,SW
,Jose Panganiban (Camarines Norte),23,28,26,<60,LIGHT RAINS,CLOUDY,95,1,SW
,Labo (Camarines Norte),22,28,25,<60,LIGHT RAINS,CLOUDY,96,1,SSW
,Mercedes (Camarines Norte),24,28,26,<60,LIGHT RAINS,CLOUDY,93,2,WSW
,Paracale (Camarines Norte),23,29,26,<60,LIGHT RAINS,CLOUDY,92,2,SW
,San Vicente (Camarines Norte),23,27,25,<60,LIGHT RAINS,CLOUDY,93,2,SW
,Santa Elena (Camarines Norte),23,28,26,<60,LIGHT RAINS,CLOUDY,95,1,SW
,Talisay (Camarines Norte),24,28,26,<60,LIGHT RAINS,CLOUDY,90,2,SW
,Vinzons (Camarines Norte),24,29,27,<60,LIGHT RAINS,CLOUDY,88,2,SW
,Baao (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,97,1,SSW
,Balatan (Camarines Sur),24,27,25,<60,LIGHT RAINS,CLOUDY,93,2,S
,Bato (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,S
,Bombon (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,96,1,W
,Buhi (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,92,2,SSW
,Bula (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SW
,Cabusao (Camarines Sur),24,28,26,<60,LIGHT RAINS,CLOUDY,95,1,WSW
,Calabanga (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,96,1,WSW
,Camaligan (Camarines Sur),24,27,25,<60,LIGHT RAINS,CLOUDY,96,1,WNW
,Canaman (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,96,1,W
,Caramoan (Camarines Sur),24,29,26,<60,LIGHT RAINS,CLOUDY,84,2,SSW
,Del Gallego (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,94,1,S
,Gainza (Camarines Sur),24,27,25,<60,LIGHT RAINS,CLOUDY,96,1,WNW
,Garchitorena (Camarines Sur),23,28,26,<60,LIGHT RAINS,CLOUDY,91,1,SSW
,Goa (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SW
,City of Iriga (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,Lagonoy (Camarines Sur),23,28,25,<60,LIGHT RAINS,CLOUDY,93,1,SSW
,Libmanan (Camarines Sur),24,28,26,<60,LIGHT RAINS,CLOUDY,93,2,SW
,Lupi (Camarines Sur),23,28,26,<60,LIGHT RAINS,CLOUDY,95,1,SSW
,Magarao (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,96,1,W
,Milaor (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,96,1,W
,Minalabac (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,95,1,W
,Nabua (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,96,1,SSW
,City of Naga (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,96,1,WSW
,Ocampo (Camarines Sur),23,26,24,<60,LIGHT RAINS,CLOUDY,97,1,SW
,Pamplona (Camarines Sur),24,27,26,<60,LIGHT RAINS,CLOUDY,94,1,WSW
,Pasacao (Camarines Sur),24,27,26,<60,LIGHT RAINS,CLOUDY,91,2,SSW
,Pili (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,97,1,WSW
,Presentacion (Camarines Sur),24,28,26,<60,LIGHT RAINS,CLOUDY,87,2,S
,Ragay (Camarines Sur),23,28,26,<60,LIGHT RAINS,CLOUDY,93,1,SSW
,Sag├▒ay (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,89,2,SSW
,San Fernando (Camarines Sur),24,27,25,<60,LIGHT RAINS,CLOUDY,94,1,W
,San Jose (Camarines Sur),23,28,26,<60,LIGHT RAINS,CLOUDY,91,2,SSW
,Sipocot (Camarines Sur),23,28,26,<60,LIGHT RAINS,CLOUDY,95,1,SW
,Siruma (Camarines Sur),24,28,26,<60,LIGHT RAINS,CLOUDY,89,2,WSW
,Tigaon (Camarines Sur),23,27,25,<60,LIGHT RAINS,CLOUDY,93,1,SW
,Tinambac (Camarines Sur),23,28,25,<60,LIGHT RAINS,CLOUDY,93,1,SW
,Bagamanoc (Catanduanes),24,29,26,<60,LIGHT RAINS,CLOUDY,87,1,S
,Baras (Catanduanes),26,28,27,<60,LIGHT RAINS,CLOUDY,80,2,SSE
,Bato (Catanduanes),26,28,27,<60,LIGHT RAINS,CLOUDY,80,3,SSE
,Caramoran (Catanduanes),22,29,25,<60,LIGHT RAINS,CLOUDY,93,1,S
,Gigmoto (Catanduanes),25,28,27,<60,LIGHT RAINS,CLOUDY,82,2,SSE
,Pandan (Catanduanes),23,29,26,<60,LIGHT RAINS,CLOUDY,91,1,SSW
,Panganiban (Catanduanes),24,29,26,<60,LIGHT RAINS,CLOUDY,85,2,S
,San Andres (Catanduanes),23,28,25,<60,LIGHT RAINS,CLOUDY,86,2,SSE
,San Miguel (Catanduanes),24,28,26,<60,LIGHT RAINS,CLOUDY,85,2,SSE
,Viga (Catanduanes),23,28,26,<60,LIGHT RAINS,CLOUDY,85,2,SSE
,Virac (Catanduanes),25,28,27,<60,LIGHT RAINS,CLOUDY,82,3,SSE
,Aroroy (Masbate),24,28,26,<60,LIGHT RAINS,CLOUDY,88,4,SW
,Baleno (Masbate),24,28,26,<60,LIGHT RAINS,CLOUDY,90,4,SW
,Balud (Masbate),25,28,27,<60,LIGHT RAINS,CLOUDY,81,5,SW
,Batuan (Masbate),25,27,26,<60,LIGHT RAINS,CLOUDY,89,4,SW
,Cataingan (Masbate),24,28,26,<60,LIGHT RAINS,CLOUDY,85,6,SW
,Cawayan (Masbate),24,28,26,<60,LIGHT RAINS,CLOUDY,88,5,SW
,Claveria (Masbate),26,28,27,<60,LIGHT RAINS,CLOUDY,83,4,SW
,Dimasalang (Masbate),24,27,26,<60,LIGHT RAINS,CLOUDY,89,4,SW
,Esperanza (Masbate),25,28,26,<60,LIGHT RAINS,CLOUDY,79,8,SW
,Mandaon (Masbate),25,28,26,<60,LIGHT RAINS,CLOUDY,86,4,WSW
,City of Masbate (Masbate),24,27,26,<60,LIGHT RAINS,CLOUDY,93,3,SW
,Milagros (Masbate),24,28,26,<60,LIGHT RAINS,CLOUDY,89,4,SW
,Mobo (Masbate),24,27,25,<60,LIGHT RAINS,CLOUDY,93,3,SW
,Monreal (Masbate),25,27,26,<60,LIGHT RAINS,CLOUDY,88,4,SSW
,Palanas (Masbate),24,27,25,<60,LIGHT RAINS,CLOUDY,89,5,SW
,Pio V. Corpus (Masbate),25,28,26,<60,LIGHT RAINS,CLOUDY,80,8,SW
,Placer (Masbate),24,28,26,<60,LIGHT RAINS,CLOUDY,84,7,SW
,San Fernando (Masbate),25,27,26,<60,LIGHT RAINS,CLOUDY,89,4,SW
,San Jacinto (Masbate),25,27,26,<60,LIGHT RAINS,CLOUDY,89,5,SW
,San Pascual (Masbate),26,28,27,<60,LIGHT RAINS,CLOUDY,84,5,SSW
,Uson (Masbate),24,27,26,<60,LIGHT RAINS,CLOUDY,90,4,SW
,Barcelona (Sorsogon),25,28,26,<60,LIGHT RAINS,CLOUDY,86,6,SW
